date,inflation,unemployment
2002-06-01,2.7936565566781897,4.7
2002-07-01,2.564268776168363,4.7
2002-08-01,2.1103881088571614,4.7
2002-09-01,2.218424143029782,4.8
2002-10-01,2.4375820426131596,4.8
2002-11-01,2.8722357529730487,4.9
2002-12-01,3.4119704493342424,4.9
2003-01-01,3.4063578626559816,5.0
2003-02-01,2.202596680405153,4.8
2003-03-01,1.5439599355600324,4.7
2003-04-01,1.432080165645541,5.1
2003-05-01,1.2073717308479586,5.1
2003-06-01,0.9830667810542287,5.3
2003-07-01,1.3066758994983412,5.3
2003-08-01,1.851859799916386,5.2
2003-09-01,2.2875372934748035,5.0
2003-10-01,2.609379091533101,4.9
2003-11-01,2.8165332102522007,5.0
2003-12-01,2.374962830297686,4.7
2004-01-01,2.153051237855594,4.6
2004-02-01,2.6898347697179665,4.5
2004-03-01,3.4354568804899706,4.7
2004-04-01,3.6388058192268065,4.6
2004-05-01,2.9880243763720755,4.7
2004-06-01,2.664373600158107,4.6
2004-07-01,2.870128159993976,4.2
2004-08-01,3.6031848136263895,4.3
2004-09-01,3.692792352741589,4.3
2004-10-01,2.948902873464218,4.2
2004-11-01,2.632820941802114,4.2
2004-12-01,3.362129864741101,4.1
2005-01-01,3.455531120933006,4.0
2005-02-01,3.023230009730335,4.1
2005-03-01,1.976581331069535,4.0
2005-04-01,2.079887116193477,3.8
2005-05-01,3.4232462249368463,3.8
2005-06-01,3.819573874360413,3.7
2005-07-01,5.845620240029445,3.7
2005-08-01,5.525991436655095,3.7
2005-09-01,4.624723547363926,4.0
2005-10-01,4.5214177622399845,3.8
2005-11-01,4.493897674008926,3.7
2005-12-01,3.3628481849944016,3.7
2006-01-01,0.9100537997990124,3.6
2006-02-01,1.60974518798794,3.7
2006-03-01,3.212172853889603,3.5
2006-04-01,3.7089438424638828,3.6
2006-05-01,3.5876228089987445,3.6
2006-06-01,4.374408100149604,3.6
2006-07-01,3.092151123134176,3.6
2006-08-01,1.203074905257048,3.6
2006-09-01,0.7042265209616341,3.2
2006-10-01,1.2965644432784442,3.4
2006-11-01,0.5382323664846558,3.5
2006-12-01,0.4267659552050853,3.5
2007-01-01,2.44814451091567,3.8
2007-02-01,3.935850972197715,3.8
2007-03-01,4.663390835454181,3.4
2007-04-01,4.037632266755561,3.6
2007-05-01,4.061895207930951,3.5
2007-06-01,3.3478812405277023,3.6
2007-07-01,3.155367631861202,3.8
2007-08-01,3.171882701332248,3.8
2007-09-01,3.917060751584519,3.8
2007-10-01,4.03331331973856,3.8
2007-11-01,4.366735165498311,3.7
2007-12-01,4.788644399315664,3.9
2008-01-01,4.656739282386421,4.0
2008-02-01,4.502967920170694,4.0
2008-03-01,4.114689397916046,4.2
2008-04-01,5.630733489539715,4.2
2008-05-01,6.369481424449849,4.4
2008-06-01,5.588220903301763,4.5
2008-07-01,5.043633678536005,4.8
2008-08-01,2.8610701615299745,5.0
2008-09-01,-1.86352358673855,5.3
2008-10-01,-5.605875068589374,5.7
2008-11-01,-6.528009750641286,6.0
2008-12-01,-5.501782474643693,6.6
2009-01-01,-5.870257382409396,7.1
2009-02-01,-3.9491535655259344,7.7
2009-03-01,-0.11375936479644248,8.3
2009-04-01,3.192867564408672,8.6
2009-05-01,2.627120205230357,9.0
2009-06-01,2.5682787503514906,9.1
2009-07-01,3.1519127683392902,9.0
2009-08-01,3.5508826241623073,9.2
2009-09-01,3.926301958331443,9.4
2009-10-01,2.3704147889355234,9.6
2009-11-01,2.5597543221864774,9.6
2009-12-01,1.6997083166786355,9.3
2010-01-01,1.3798044972369885,9.3
2010-02-01,0.8254262441246132,9.3
2010-03-01,0.051753718918198466,9.1
2010-04-01,-0.13604059271911417,9.4
2010-05-01,0.10806367329253241,8.7
2010-06-01,0.5906916991816971,8.7
2010-07-01,0.847467956535505,8.7
2010-08-01,1.4978291088694498,8.8
2010-09-01,2.108551840819292,8.7
2010-10-01,2.995626141893711,8.6
2010-11-01,3.270383873631174,9.1
